gender,absences,n_agama,n_pkn,n_bindo,n_mat,n_bing,n_por,n_bjawa,n_kejuruan,n_sikap,organization,extracurricular,origin_jhs,address,parent_status,father_edu,father_work,father_salary,mother_edu,mother_work,mother_salary,scholarship,family_size,house_status,final_score
P,1,95,82,83,83,84,85,89,90,A,ya,tidak,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,0,94,83,84,84,84,84,90,88,A,ya,tidak,negeri,kota,Kawin,SMA sederajat,Lainnya,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,0,79,82,83,83,83,85,90,86,B,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Pedagang Kecil,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,3,Sewa,CUKUP
P,3,95,81,86,83,83,85,89,89,A,tidak,tidak,negeri,kota,Kawin,S1,Lainnya,Tinggi,D1,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,2,94,83,85,83,81,86,88,88,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Menumpang,BAIK
P,4,82,82,84,83,81,84,90,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Wiraswasta,Rendah,Ya,5,Sewa,BAIK
P,2,94,82,85,83,82,86,91,89,A,tidak,tidak,negeri,kota,Kawin,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,3,Menumpang,BAIK
P,2,95,82,84,83,80,86,88,88,A,ya,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,2,81,82,84,83,83,88,89,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,2,95,82,82,82,81,88,89,85,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Cukup Tinggi,SMP sederajat,Buruh,Rendah,Tidak,3,Rumah Sendiri,BAIK
P,2,81,82,83,84,82,86,88,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,S1,Karyawan Swasta,Cukup Rendah,Tidak,3,Rumah Sendiri,CUKUP
P,4,94,82,87,84,81,88,89,84,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Sangat Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Menumpang,BAIK
P,2,89,82,79,85,81,88,89,85,B,tidak,tidak,swasta,kabupaten,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Menumpang,CUKUP
P,1,84,82,81,81,83,88,89,84,B,tidak,ya,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,3,Rumah Sendiri,CUKUP
P,3,92,82,85,82,85,86,89,83,B,tidak,tidak,negeri,kota,Kawin,S1,Karyawan Swasta,Tinggi,D3,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,CUKUP
P,1,84,82,87,85,83,86,86,85,B,tidak,tidak,negeri,kota,Kawin,S2,PNSTNIPolri,Cukup Rendah,S1,Wiraswasta,Cukup Rendah,Tidak,3,Sewa,CUKUP
P,3,91,82,79,81,82,85,88,88,B,tidak,ya,negeri,kota,Kawin,S1,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,3,Sewa,BAIK
P,5,89,82,79,82,81,86,87,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,3,Sewa,CUKUP
P,3,94,82,88,85,85,88,88,86,A,tidak,ya,swasta,kota,Kawin,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Tidak dapat diterapkan,Cukup Rendah,Tidak,3,Menumpang,BAIK
P,2,96,83,90,85,85,88,88,85,A,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,1,94,82,85,85,85,86,87,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,5,91,82,83,81,81,85,88,82,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,CUKUP
P,0,85,82,88,85,85,90,88,87,A,tidak,ya,negeri,kota,Kawin,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,SMP sederajat,Buruh,Rendah,Tidak,3,Menumpang,BAIK
P,4,91,83,81,85,83,88,89,82,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,CUKUP
L,2,93,82,79,84,82,88,90,86,B,ya,tidak,negeri,kabupaten,Kawin,SD sederajat,Petani,Cukup Rendah,SD sederajat,Petani,Cukup Rendah,Ya,3,Sewa,BAIK
P,2,92,83,87,85,84,88,91,87,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
L,3,85,82,80,85,85,91,89,89,A,ya,ya,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,D3,Wiraswasta,Rendah,Tidak,3,Sewa,BAIK
P,1,95,83,87,85,83,87,89,86,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,3,Rumah Sendiri,BAIK
P,2,93,82,87,85,86,86,89,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,0,83,82,82,83,84,86,90,85,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Rendah,SD sederajat,Wiraswasta,Cukup Rendah,Tidak,3,Sewa,CUKUP
P,1,91,82,82,82,86,88,88,87,B,tidak,ya,negeri,kota,Kawin,D1,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,5,90,82,82,81,83,84,88,79,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,PNSTNIPolri,Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,CUKUP
L,3,94,82,85,85,85,84,90,88,A,ya,tidak,swasta,kota,Kawin,S1,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,3,Rumah Sendiri,BAIK
P,2,96,83,83,84,84,90,88,86,A,tidak,ya,negeri,kota,Kawin,Putus SD,Buruh,Cukup Rendah,Putus SD,Pedagang Kecil,Cukup Rendah,Ya,3,Sewa,BAIK
P,2,93,82,89,84,81,88,88,87,A,tidak,ya,negeri,kota,Kawin,SMP sederajat,Buruh,Rendah,Putus SD,Buruh,Rendah,Tidak,3,Sewa,BAIK
P,5,93,84,79,80,81,84,88,86,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Pedagang Kecil,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
L,5,83,82,80,83,82,86,89,83,B,ya,tidak,negeri,kota,Kawin,D3,Wiraswasta,Cukup Rendah,S3,PNSTNIPolri,Cukup Tinggi,Tidak,3,Sewa,CUKUP
L,0,90,82,83,84,86,89,90,84,B,ya,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Rendah,SMA sederajat,Wiraswasta,Cukup Rendah,Tidak,3,Sewa,BAIK
P,5,94,82,79,84,81,86,89,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,1,95,82,88,84,85,86,88,86,A,tidak,tidak,swasta,kota,Kawin,SMP sederajat,Karyawan Swasta,Rendah,SD sederajat,Karyawan Swasta,Rendah,Tidak,3,Sewa,BAIK
P,4,94,82,81,84,80,88,89,86,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Rendah,SD sederajat,Karyawan Swasta,Rendah,Tidak,3,Sewa,BAIK
P,4,94,82,81,81,84,84,90,87,B,tidak,tidak,negeri,kota,Kawin,D3,Wiraswasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,2,89,82,81,81,80,84,90,82,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,CUKUP
L,1,93,82,81,84,83,86,89,88,A,ya,tidak,swasta,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Menumpang,BAIK
P,2,94,82,80,85,83,88,89,82,B,ya,tidak,negeri,kota,Kawin,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Menumpang,CUKUP
P,0,85,82,89,83,81,88,88,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,4,84,82,86,83,81,86,90,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,1,84,82,81,84,85,89,90,88,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Rendah,SMA sederajat,Karyawan Swasta,Rendah,Tidak,3,Sewa,BAIK
P,2,95,82,88,83,86,90,87,86,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,1,94,81,86,83,82,87,89,88,A,tidak,tidak,negeri,kota,Kawin,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Tidak sekolah,Pedagang Kecil,Cukup Rendah,Ya,3,Menumpang,BAIK
P,5,94,82,80,83,80,83,89,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,1,84,81,87,84,86,87,87,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,3,Rumah Sendiri,BAIK
P,3,81,81,78,83,82,89,88,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,1,94,83,94,84,86,85,88,88,A,tidak,tidak,negeri,kota,Kawin,Putus SD,Karyawan Swasta,Rendah,Putus SD,Tidak bekerja,Tidak Berpenghasilan,Ya,3,Sewa,BAIK
P,4,91,82,84,84,84,87,89,84,B,tidak,tidak,negeri,kota,Kawin,D3,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,0,81,81,78,81,81,88,89,91,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Menumpang,BAIK
L,3,94,82,87,83,82,89,88,88,A,ya,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,D3,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,2,95,82,91,81,83,85,87,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,3,Sewa,BAIK
L,0,81,81,91,83,85,88,88,87,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Menumpang,BAIK
P,3,95,81,93,84,82,86,87,90,A,tidak,tidak,negeri,kota,Kawin,D3,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,3,Rumah Sendiri,BAIK
P,2,83,81,78,84,81,85,88,82,B,tidak,ya,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,S1,Karyawan Swasta,Cukup Rendah,Tidak,3,Sewa,CUKUP
P,0,94,82,83,84,84,86,88,88,A,tidak,ya,negeri,kota,Kawin,S1,Wiraswasta,Cukup Tinggi,SMA sederajat,Wiraswasta,Cukup Rendah,Tidak,3,Rumah Sendiri,BAIK
P,1,90,82,78,84,85,88,89,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,PNSTNIPolri,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,3,Rumah Sendiri,BAIK
L,3,93,81,89,83,87,90,88,87,A,ya,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,3,96,82,90,83,82,88,87,87,A,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
L,5,92,81,84,84,85,91,87,86,B,ya,tidak,negeri,kota,Kawin,S1,Wiraswasta,Cukup Tinggi,S1,Wiraswasta,Cukup Rendah,Tidak,3,Rumah Sendiri,BAIK
P,0,92,82,84,83,81,89,88,88,A,tidak,tidak,negeri,kota,Kawin,Putus SD,Buruh,Rendah,SMP sederajat,Buruh,Rendah,Tidak,3,Sewa,BAIK
P,1,92,81,92,83,83,91,87,87,A,tidak,tidak,negeri,kota,Kawin,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Menumpang,BAIK
P,4,94,82,81,81,86,90,89,86,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,2,94,82,89,83,82,88,90,89,A,tidak,ya,negeri,kota,Kawin,SD sederajat,Buruh,Rendah,SD sederajat,Buruh,Sangat Rendah,Ya,3,Sewa,BAIK
P,0,96,84,86,81,86,92,90,87,A,tidak,ya,negeri,kota,Kawin,SMA sederajat,Pedagang Kecil,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
L,1,94,82,89,83,85,89,88,86,A,ya,tidak,negeri,kota,Kawin,S1,PNSTNIPolri,Tinggi,S1,PNSTNIPolri,Cukup Tinggi,Tidak,3,Rumah Sendiri,BAIK
P,2,92,83,78,80,80,91,87,89,B,tidak,tidak,negeri,kota,Cerai Mati,Tidak sekolah,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Buruh,Rendah,Tidak,3,Menumpang,BAIK
P,1,95,82,83,82,81,90,88,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Lainnya,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,3,82,81,78,83,83,89,88,87,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,CUKUP
P,0,83,81,87,83,83,88,89,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,3,Sewa,BAIK
L,0,87,81,92,81,84,89,89,89,A,ya,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,3,95,81,89,83,83,91,90,89,A,tidak,tidak,negeri,kota,Cerai Mati,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,SMP sederajat,Wiraswasta,Cukup Rendah,Ya,3,Menumpang,BAIK
P,3,81,81,78,81,80,87,90,89,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,3,Sewa,BAIK
L,3,96,81,81,84,84,91,88,88,A,ya,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Lainnya,Cukup Tinggi,Tidak,3,Rumah Sendiri,BAIK
L,5,91,81,78,83,85,87,89,87,B,ya,tidak,negeri,kota,Kawin,D3,Wiraswasta,Cukup Rendah,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Sewa,BAIK
P,3,92,82,81,86,82,89,89,85,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Pedagang Kecil,Cukup Rendah,Tidak,6,Menumpang,BAIK
P,1,84,82,81,79,82,87,89,86,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Rendah,D3,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,1,84,82,81,80,82,87,88,86,B,tidak,tidak,negeri,kota,Cerai Mati,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,SD sederajat,Lainnya,Cukup Rendah,Ya,4,Menumpang,CUKUP
P,0,82,82,82,80,82,85,89,86,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,CUKUP
P,4,94,82,83,78,82,86,89,87,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMP sederajat,Pedagang Kecil,Cukup Rendah,Tidak,6,Menumpang,BAIK
P,2,83,81,78,78,81,82,90,88,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Menumpang,CUKUP
P,1,82,82,80,81,84,85,90,88,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Wiraswasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,0,96,82,79,83,83,85,90,85,B,tidak,tidak,negeri,kota,Kawin,S1,Pensiunan,Cukup Tinggi,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,2,82,81,80,77,83,84,89,84,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Pedagang Kecil,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,5,82,81,79,87,81,84,89,85,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Lainnya,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,0,83,82,81,77,84,85,87,87,B,tidak,tidak,negeri,kota,Cerai Mati,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,7,Menumpang,CUKUP
P,3,94,82,82,90,81,89,88,88,A,tidak,ya,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,BAIK
P,2,93,81,80,87,81,89,88,85,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Buruh,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,6,Sewa,BAIK
P,3,83,81,78,77,80,82,88,87,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,3,82,81,80,85,81,83,90,85,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Karyawan Swasta,Cukup Tinggi,Tidak,5,Rumah Sendiri,CUKUP
P,5,82,82,83,77,82,81,90,84,B,tidak,tidak,negeri,kota,Kawin,D3,Karyawan Swasta,Cukup Tinggi,D3,Karyawan Swasta,Cukup Tinggi,Tidak,5,Rumah Sendiri,CUKUP
P,4,92,82,86,83,82,84,88,87,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,0,81,81,83,81,81,92,88,83,B,tidak,tidak,negeri,kota,Kawin,S1,PNSTNIPolri,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,4,83,81,88,89,85,87,89,86,B,tidak,ya,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,BAIK
P,2,93,82,81,88,82,89,92,85,B,tidak,ya,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Rendah,SMA sederajat,Karyawan Swasta,Cukup Rendah,Tidak,4,Sewa,BAIK
P,3,83,82,82,85,81,88,88,85,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,7,Sewa,CUKUP
P,3,81,82,86,78,81,87,89,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Pedagang Kecil,Cukup Rendah,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,5,81,82,79,80,80,87,90,84,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,CUKUP
P,3,81,82,82,79,81,83,90,83,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wiraswasta,Cukup Tinggi,D3,Karyawan Swasta,Cukup Tinggi,Tidak,4,Rumah Sendiri,CUKUP
P,0,92,81,80,79,81,87,90,85,B,tidak,tidak,negeri,kota,Kawin,SMP sederajat,Karyawan Swasta,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,0,90,81,83,83,80,87,89,83,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMP sederajat,Wiraswasta,Cukup Tinggi,Tidak,6,Sewa,CUKUP
P,2,83,82,85,79,81,89,89,86,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,3,92,82,84,86,82,89,89,87,A,tidak,ya,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,3,Rumah Sendiri,BAIK
P,1,83,81,84,81,80,86,90,85,B,tidak,tidak,negeri,kota,Kawin,S1,PNSTNIPolri,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,3,83,82,82,82,80,89,91,86,B,tidak,tidak,negeri,kota,Kawin,SD sederajat,Buruh,Rendah,SMA sederajat,Buruh,Rendah,Tidak,5,Sewa,CUKUP
P,4,82,81,81,80,81,86,87,82,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Wirausaha,Cukup Rendah,S1,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Sewa,CUKUP
P,1,90,81,81,82,81,84,89,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Tinggi,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Rumah Sendiri,CUKUP
P,0,83,81,81,75,80,90,90,82,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
P,3,94,82,88,90,84,89,91,86,A,tidak,tidak,negeri,kota,Kawin,SD sederajat,Karyawan Swasta,Cukup Tinggi,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,BAIK
P,5,84,81,86,87,81,89,90,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Lainnya,Cukup Rendah,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,6,Sewa,CUKUP
P,2,83,81,83,85,81,89,89,84,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,4,Rumah Sendiri,CUKUP
P,5,92,81,83,78,83,86,89,85,B,tidak,tidak,negeri,kota,Cerai Mati,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Putus SD,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Menumpang,CUKUP
P,5,83,81,82,82,82,81,90,83,B,tidak,tidak,negeri,kota,Kawin,SMA sederajat,Buruh,Cukup Rendah,SMP sederajat,Tidak bekerja,Tidak Berpenghasilan,Ya,4,Sewa,CUKUP
P,3,94,81,81,78,81,86,90,82,B,tidak,tidak,negeri,kota,Cerai Mati,SD sederajat,Tidak bekerja,Tidak Berpenghasilan,SD sederajat,Buruh,Cukup Rendah,Ya,4,Menumpang,CUKUP
P,2,95,81,83,82,81,93,90,86,B,tidak,ya,negeri,kota,Kawin,SD sederajat,Buruh,Cukup Rendah,SD sederajat,Buruh,Cukup Rendah,Tidak,3,Sewa,BAIK
P,2,94,81,81,79,82,81,90,85,B,tidak,tidak,negeri,kota,Kawin,D1,Karyawan Swasta,Cukup Tinggi,SMA sederajat,Tidak bekerja,Tidak Berpenghasilan,Tidak,5,Rumah Sendiri,CUKUP
